transaction_id,date,amount,account_code,department_id
e0e4fc94-6781-4051-b457-b80efcedba0d,2026-03-11,64882.25,3100,4
522c946c-5319-4b50-80e5-20019708e113,2025-05-08,27943.99,4100,9
c026baeb-04b5-4f3d-9a74-d4e16912ec73,2025-08-03,51696.98,5000,2
f7624c88-8ab1-4af5-9047-467adac0ddb6,2025-09-30,11732.38,3100,5
b15a7302-551e-4d50-852e-e24e83557500,2026-02-08,59413.12,5000,5
78399cfa-3943-47a4-8f09-eac10d5c77fe,2026-03-29,10352.39,2100,2
9d732713-75fb-45ae-b12b-13a69e5b8e78,2026-01-19,62319.98,1000,6
6f86ebc0-d67a-466a-82c5-9fb45afd335f,2025-05-31,13595.8,1000,4
e5e1f222-77a1-4964-b1af-9f5cab86754f,2025-07-29,3305.14,5000,10
5ca34404-f95a-4256-80e2-9d67005d2a0c,2025-09-27,60612.83,2200,7
b30ec7f7-89fd-4ed0-af0a-52e8f457e67f,2026-03-08,8097.87,3100,5
14ccceb5-e183-4917-9aa5-2040401443fc,2025-11-24,21747.66,5000,4
a233e850-c9f7-48b3-b729-7696ba1216b0,2026-02-16,36999.02,5000,1
9283570b-f112-453c-a74b-2fb9d2ab90b9,2025-10-25,47155.22,2100,2
7a726279-2dfb-4671-ac4d-1bc13eeb7d60,2025-05-02,41958.93,3100,4
954e6022-d5b0-4b8e-b8e5-1155f3eeae17,2026-03-03,14181.34,2100,9
51c45e72-0a88-47c7-a83a-fc7c3090c656,2026-01-02,43513.5,2100,13
5011e1d5-8311-4e9b-91bd-fc9dabcd2615,2026-04-17,19862.01,1000,11
a763093d-f50a-4c34-a25c-5a6a55ef87c8,2025-08-03,5116.26,2200,8
e0c9644a-7a43-48f3-83fe-34c79db2b5f4,2025-08-28,16060.43,5000,3
adbf194e-0bd4-48c2-87a4-593fa9743d6f,2025-05-22,26687.35,5000,3
6946724c-d1d4-4299-8bee-2d6153564b60,2025-05-13,12558.7,2200,10
9ccd877f-348e-427e-9b19-9d0505075bee,2025-12-19,32863.46,2200,11
35072aa1-0e7e-446f-8764-f85c72256ff4,2025-05-12,39129.5,2100,15
336dfd16-a7b3-48da-bce9-b32c701f9a2a,2025-07-18,65452.7,5000,2
ae49424c-8052-4fc6-9c2a-20306119467d,2026-03-10,55059.51,5000,13
7346e54c-d4d9-4aba-af0f-0571120646be,2025-05-17,31254.95,2200,7
8ff0ac3f-dda7-4085-9ac2-023e0b1a6990,2025-07-30,51983.07,1000,8
094403f1-b349-4d22-af52-5f5c7fe6fc6c,2025-06-26,28351.92,3100,10
cf07c77e-b633-4adc-9768-43dfc7df7d4f,2026-04-13,14720.77,2200,14
e272b2be-d658-440a-842d-ddfb1e7810e1,2026-02-25,45302.02,3100,7
b33309f4-e4ff-4807-8cae-2beb5c33280a,2025-05-20,71147.93,1000,4
5d60d28f-76d5-4556-80d1-6d97d3087946,2026-01-15,21712.45,2200,14
8e35870a-54cb-4072-8942-725053147e0c,2025-05-13,66122.25,2200,4
5abcd2a7-b99d-4e80-9133-1a5cd3a494c9,2025-07-10,49163.52,3100,5
353e94d8-68fb-414d-a514-80f49ca85af6,2025-07-10,30991.31,4100,13
4f55e2a9-085b-4839-8377-82188f79a0a7,2025-08-01,43780.1,2100,6
d622481a-49be-4ee5-8e1d-3d1da72d3c5c,2025-11-06,49566.45,1000,7
3fd9f639-bda7-46d1-a245-cc20f645de5a,2025-10-20,48283.9,2100,11
db1ec67a-1af7-4f62-83b3-db49bb10b6c1,2025-06-12,60368.64,2100,15
dbf9a0d2-323a-4613-9115-bd6b6acb471c,2025-10-21,32475.27,2200,11
08ea30d2-6105-4863-926e-e0753185ef38,2025-11-23,6176.68,5000,14
653a0ac3-00c9-463b-9e17-19d5176bf763,2025-09-14,13477.85,1000,3
62d4da10-28e0-479e-997b-6d8179bfe104,2025-06-11,48536.96,2100,5
0d503bb1-ade3-4c79-b99b-b5e1ece32bbc,2025-09-16,26254.92,2100,13
6118847d-a9d7-4e7e-b605-5415c84a9f95,2025-04-22,41014.1,3100,12
58efe1b0-bb2e-44f4-9c68-56e0f165fd6d,2025-11-24,42145.35,4100,12
d9d06008-49bd-41a1-9857-643e7056d07e,2026-03-07,8398.82,4100,6
b762613c-8387-4d4e-bfbf-9796dff1895b,2025-06-03,60307.91,3100,1
8f3cde65-affb-46b6-9000-6d773b65ed1d,2026-03-14,11533.82,3100,5
00e7a492-e489-4f7c-b499-6a20c86b1494,2025-11-03,52077.5,4100,8
4e12dcc3-b302-46d0-9aec-97b3422adc8a,2025-08-03,49370.15,3100,15
db3be491-0008-43ab-a146-1539a5908388,2025-09-16,3387.43,4100,3
d07b28c5-9e5d-40ce-8a1e-af776f60342e,2026-03-12,14794.73,2100,10
ad8c4e34-e940-4fc0-9364-1e6d5b39198a,2026-04-08,14348.17,2200,5
7c823be9-5f10-4999-bfd3-20c41d6047ce,2025-11-05,50829.15,4100,6
10fbffaa-03d8-4db2-8b9b-f5536d3b4c76,2026-02-26,33678.38,2200,12
6420b60f-bdb1-436c-a127-934941c4b4e6,2025-12-23,47441.22,2200,2
087ca804-2b92-48f8-a7f9-89a5f69cf06c,2025-06-01,11827.22,2100,9
5e6cf4af-ce0b-4cbf-acb3-0a8c6aeb5f1c,2026-02-09,21656.96,2200,10
a4f9d4f4-e09c-4f74-abb2-59ef544dd882,2026-01-24,32610.05,2200,5
29b2afc6-0943-4248-b9b5-7da610fdd5b9,2025-07-31,49795.01,4100,2
3d53582a-be5e-49be-b9c7-7a8c9cad9f36,2026-01-05,68895.08,2200,14
22587125-f7d7-466a-865e-46d496c48c31,2025-10-12,30480.21,2200,4
adda2945-3b8c-4fca-8ca2-86ecfbdb0698,2025-05-14,66553.91,2200,7
df03371e-6668-4561-b9a6-f32e7e7504fa,2026-02-08,29769.93,5000,3
57596e0d-5853-476f-9353-dc04287b312b,2025-04-28,12912.59,2100,12
03e8c446-5bff-4988-a63f-e882ac636923,2025-05-17,73932.51,5000,12
f00b7f64-344b-4f2a-b0cd-d0a3f860ffb2,2025-12-12,68030.62,2200,15
80f63c84-b408-4d8d-8d64-d7332c54acbf,2025-10-11,33596.21,3100,11
7c1f0b49-36ad-4636-b426-8981ce2226f3,2025-10-30,25156.94,1000,4
7914d3ce-98b1-4c59-9a08-8c0f86b09b6a,2026-03-13,73214.09,4100,5
bad868ae-a741-4e4e-b664-a8132bb9aec1,2026-03-07,60349.97,2200,12
172687b9-920f-4055-a2c1-3e63e8c91d4c,2026-03-27,70936.79,2200,3
e730d151-1cf2-443a-b387-09da13a07e88,2026-03-31,24715.23,2200,4
367d34d9-a6aa-440e-9b92-a03f33701f8d,2026-01-02,31458.47,4100,5
696dc470-fb89-4609-bb76-3e7ea88f843f,2026-03-16,32087.79,5000,1
7ca48b52-3ac8-430c-81ce-07b3dec84a2a,2026-01-12,58945.65,5000,5
6ba7e4ee-6cf7-45fa-bc5c-c9dd1176b90b,2025-10-13,26436.19,1000,14
815b1c20-ab64-43b3-bdfa-92b86a93c902,2026-02-06,66419.93,1000,10
a8d7350e-3c42-448b-8d44-1b7ddf59fbcf,2025-11-23,59347.5,3100,4
9e1826a6-b167-4593-9540-ea76119d1529,2025-10-05,12534.0,2100,6
5eb9121e-ff40-4962-a86a-e1bb7a00e826,2025-05-28,70723.67,1000,13
828ad9f6-bfdd-4a0e-8436-44e9ba10d3d2,2025-07-30,7872.64,2200,10
07b83d6c-91bf-4843-87f2-57946aa00217,2025-07-24,17280.34,2100,8
63cca9cd-7e32-4b23-8182-5c8b9e8c0f98,2025-12-11,9669.98,3100,10
620186fa-36e5-48db-b2a6-5977e7c54551,2026-03-28,67246.25,4100,5
51739380-24eb-45eb-b0d7-ceb5343977cc,2026-03-24,69319.04,1000,6
aede2c3a-1306-4ec5-878a-c4b42934dbaa,2025-07-24,2419.63,4100,15
600c7581-7c7a-40fa-b3eb-71d4291bb2b7,2025-09-26,49775.7,3100,5
f0480d8a-608a-45b4-93d6-bbdb50e33b79,2025-09-08,62395.1,4100,14
1fa78422-3a0f-4fcb-98fe-354cc9683548,2026-02-02,29747.87,1000,14
4281b789-1661-482d-aa8e-9dceb3bf58fe,2025-12-16,38810.59,3100,8
39abe3fa-5c3d-4993-8926-153ec6aef064,2026-01-29,55238.78,1000,10
8048d139-2247-4cd9-9a95-df9b1df62744,2025-12-26,32352.48,2200,7
0b0ea7e0-766c-4613-a1c9-a4db8a896b6d,2025-04-19,29770.72,2200,10
000e5f3e-b23e-48fb-9b55-c8944717dc18,2025-12-19,64095.47,2200,5
6e4fb366-188a-4f90-bc44-40d83fb316ac,2025-04-29,49093.32,1000,1
3960e5ec-8f43-4aa4-93e2-3a811b2ab90a,2026-01-08,7254.08,5000,7
f0a997f5-2d0f-4a81-bf1f-5fbffdaf1652,2025-12-30,37210.66,5000,15
d885d7c4-7af1-41a1-ae4f-4dee4634942e,2026-03-05,68626.11,2200,12
72036097-295c-44a6-b51b-6560e276223e,2025-09-01,43553.11,4100,1
c1c9de4c-a62d-44aa-b6f0-10265338ba97,2025-11-20,51980.55,2200,2
dd99658d-810f-44cd-afe2-8763fc16d0f2,2025-09-30,64554.6,5000,14
6485ba12-8fad-466f-b212-282e578c6b7e,2025-10-19,25054.57,2100,15
8c16e039-33b7-41e2-953c-307380de886f,2025-06-08,8569.52,5000,6
61b1b86f-4ac2-4c27-8880-7e598d554eb2,2025-07-13,58735.34,2200,1
813073fe-6144-4d09-af5e-cb34e9876ffe,2025-08-31,65754.75,2100,4
c17f1565-8f25-4d2d-80e5-1a6f738f7de0,2025-09-03,29269.05,3100,7
1909fde5-6182-4cd8-9730-f30a22ee3677,2026-03-19,27466.97,3100,9
d8bae792-adb0-4c93-b4ad-3794ba4a75ee,2026-04-11,30327.02,1000,5
a3d3aea6-c3da-479f-9faf-4fc741074519,2026-01-17,64403.27,1000,9
f505e9dd-fbbe-475f-82ac-2da270324825,2025-07-02,31409.05,2200,10
49c24eb6-29b5-43bd-9bb5-9549d1834c9d,2026-03-21,9150.47,1000,2
2091d6ae-34ca-4eca-a624-5ef5e8b6abd2,2025-10-05,24900.39,2200,8
97415381-7e1e-4af6-8a7b-df1230bc98db,2026-02-20,23178.36,4100,4
cf55046b-4fac-4dcb-a970-4d356348d3ff,2026-03-16,59965.4,5000,9
ce620d07-a1ea-4519-85f4-25e25d8f1950,2025-09-17,32475.3,5000,9
8b94ca60-8055-481c-a0f3-b9a99016a0c0,2025-11-19,28621.35,2100,12
9d43fee4-fb3b-4116-82c5-6e8a1a31271c,2025-07-29,7997.25,5000,12
569447d2-cc86-4619-a482-d1296c839738,2025-12-04,40661.99,5000,13
9d26fdf3-0a9e-455b-bc2a-881c84a68434,2025-10-08,23819.59,2200,8
f62ff8ef-283f-4af6-97cf-1ce4d67e8a80,2025-10-13,15943.77,1000,12
cf6aa15d-dbb6-45ef-8fd3-44aa8c6694a7,2026-04-11,50962.46,4100,9
59724ddb-05d1-4b17-95cf-ad83df1b53f3,2026-03-20,21487.31,2100,5
71863480-94c0-46eb-8438-9fa944417d94,2025-09-05,51821.2,3100,10
9f52839f-cc06-40e3-a8de-92dd8dd39e4a,2025-05-24,857.5,5000,2
abac99f2-f3a0-4fd3-88c1-622cc24a403e,2026-01-28,72545.13,3100,6
04a33324-2770-44ab-9796-c568b8cd6296,2025-10-02,55365.08,2200,12
17a6f515-c67b-4673-b95f-e13fbd2f7325,2026-01-08,47551.19,4100,14
685c2160-c6b5-4f0a-b8b1-50164df717c9,2025-08-07,43786.62,3100,9
0c0a88c7-1319-4e77-a8f0-f31f85b635dd,2025-08-06,11417.18,2200,2
d01c9c78-e3da-410d-8dcf-dbc3709ce75d,2025-10-21,24422.63,5000,12
50d9acb0-6658-4b2a-91e9-d05a8e748576,2025-05-06,65742.81,3100,14
3ef9e3a2-22dd-4a1b-b407-3cbb334d28ea,2025-10-01,26744.87,1000,10
6f8403e6-de52-41fd-b6fe-bdd8a0a15381,2025-05-23,31266.76,2100,11
ed48bfa0-971a-4c10-ba4b-0b57ecf0eb54,2025-08-29,45156.84,3100,7
c8202e7f-2af2-42e0-934d-c2f86db1ae5d,2026-02-01,23556.67,4100,1
26345e01-e7eb-4a1b-b55e-b3f9d5c72d4d,2025-08-28,39450.51,4100,11
c21e4409-e4cc-4966-8c50-a1d5a9088fb5,2025-06-17,24143.31,2200,15
2182e11e-7ac1-4079-9a74-4a22ea550a64,2025-07-29,28451.23,3100,3
76dbf6a3-5f66-4f7b-b22a-3ec11d923832,2026-01-15,4747.49,4100,4
841047cb-0f3a-4dda-a6c8-3ceaa6b33e57,2025-11-17,49552.74,2100,8
cf475fe9-690c-4c61-8333-54eca1e1449f,2025-07-05,50052.33,5000,3
86cb8bd9-25fb-4e22-bdef-f4ab71f6285a,2025-06-01,64190.7,5000,1
22290254-02fd-4279-9a86-2b6858a8853e,2025-09-22,2874.03,4100,2
9ad0323a-c243-4d2c-9659-c03613f748ca,2026-04-13,19569.93,2200,13
06be30de-85ed-4787-b226-0a2b417a1eb7,2025-04-26,37031.13,2100,8
2090a65e-1f31-4342-8ff9-67c105344ab8,2025-12-09,47725.31,1000,8
23896617-1321-4047-9dd9-fada02828946,2025-11-03,71183.56,4100,2
818386aa-1f3d-4d1f-a5f6-681271fc750b,2026-01-25,26010.31,4100,8
e41e77bf-94a8-4a9b-93b5-801355563f24,2026-01-09,23912.5,2100,6
e8a4ced7-9e1c-4336-b855-47b3da4db993,2026-02-19,50254.56,2100,2
75bca310-bf95-4fe1-8959-c9835d3cabb8,2025-09-20,51149.51,1000,8
de7711a2-7f79-47bc-b6ad-6d24a765a4b3,2025-12-29,56352.54,1000,8
1ab59eba-d480-4ddc-8172-197ece3deadd,2026-02-27,68544.48,5000,6
2eee8a21-c773-40ff-b951-0fc94dd2e455,2026-04-18,4387.66,4100,8
ae7ae854-bf98-4cff-8021-d83cfd546b96,2026-01-08,51816.52,4100,2
e9913d79-8b80-42b5-8422-caf85198197c,2025-08-10,41045.96,1000,1
05d9f448-f2cf-442d-a321-1d5ade4d6b1d,2026-03-20,9031.38,5000,7
8d9340ce-7b4a-4635-96f8-42e5d897b1a8,2025-09-11,46846.04,1000,11
65496191-9009-40c6-a0e3-4073cf750c4a,2025-10-04,63700.73,5000,14
a24054ac-bead-40a8-9dbd-9102754f694e,2026-04-12,7661.18,3100,7
c7333f56-cb12-43f6-8542-a855124ea7ad,2026-02-16,10700.93,2100,7
f3af5dad-83f3-4f9b-af83-8a2253502836,2025-10-31,41418.0,3100,13
1fddf822-3a32-4289-8a22-40f6d06b9523,2025-08-08,36521.55,1000,5
0dc8f21e-4b48-43a8-a2ef-16988557abaf,2026-01-08,35368.52,4100,15
e07fe455-bbf4-4e18-8047-3ff33bb89ae7,2026-03-11,74127.88,3100,3
d1c659bb-ac6d-4db5-95ec-2641bceeb7aa,2026-04-04,67411.09,2200,15
007c04d0-02e1-4bdb-b05b-c41a86c8c7f2,2025-10-30,58048.09,2100,14
c8974791-0dc6-4223-a63f-5c09057ffcce,2025-05-09,36305.71,2200,10
611ce13c-8220-4750-8bc7-1f7fc2c0901f,2025-11-26,62694.76,3100,5
eb9f8cbc-3a2d-4aa4-99e3-4c81a2f03e07,2025-08-01,25205.58,1000,2
26b58cea-6859-400d-812f-5fa520ab17b1,2026-03-26,30290.54,3100,7
0f1b1a1e-5b86-49b4-87f4-1decc657935d,2025-06-20,58184.35,3100,7
c0c643d7-af67-44e2-bd85-87473ad569d1,2025-10-28,23475.89,2100,9
be484634-80d3-45fd-9336-6163a03c9ce4,2025-04-29,33299.43,1000,14
212fbd38-c021-49be-92b1-e65be3cbd0d3,2025-04-26,6011.73,2200,9
04efee48-a692-449d-bce6-2cba11fc63d4,2026-04-09,24728.31,3100,6
8c55e260-59a6-405f-adb8-1c1e64274cef,2026-01-27,15699.74,2200,7
f168c53d-c953-4607-9623-0a60cc04d381,2025-09-02,31501.55,2100,4
df195737-c5fe-4ef3-a4a0-411ca8643dd9,2025-10-16,30655.15,4100,1
007e022a-edfb-4fd6-936b-0525b5818555,2025-11-02,44278.87,3100,12
e80fca96-f343-45b5-aa2d-4c783937c1ae,2025-05-14,51227.37,5000,6
1be8795b-07fa-4364-b8ac-6a9a8df0e3ca,2025-11-22,1945.17,2200,11
f41f6f39-a9ba-438f-9c23-78d8d7fd2d4e,2025-11-08,43671.19,2100,12
5bfeb049-c76f-4430-b0fd-d7686656703a,2026-04-16,28168.6,4100,15
3ab7862f-2fe4-49ef-8464-ee63e0f4732a,2025-06-28,38715.8,2100,2
c277577e-db25-4ec2-acf6-fbb255088250,2025-06-19,30613.94,2200,6
8162a9d8-1702-4b2e-a060-fc3e8b195dc4,2025-07-31,17666.34,4100,2
74359d87-2d5d-495d-9ea1-34613f7cfc5f,2025-10-24,46386.37,2200,10
0a085e19-b298-4437-aa66-80b544ba3bbb,2025-07-09,34879.39,1000,2
ab47db03-152e-44bb-98de-8f1e27954641,2026-02-17,49345.1,4100,11
5934bd2a-c4d1-4f62-a989-99253e54f1a0,2025-12-21,73371.4,2100,13
81fd3551-39fe-4329-88c1-9858e759165c,2025-12-21,61773.38,1000,15
043f8e34-d969-44b5-9e07-9c3c538a91af,2026-02-23,66094.91,1000,8
16d6faa0-597e-4fdf-bf8f-2c2ceb4b0e9d,2026-04-11,28431.27,4100,2
3fe3f34d-3082-4bd6-87ce-1323bef8a91e,2025-11-27,42877.23,5000,12
8d2ca1ec-a6d7-4a4a-827e-d7157c520419,2025-06-26,41097.36,5000,3
ab9226ee-77a9-4a31-b092-206d3805b85e,2026-02-19,22348.09,2100,6
69fde29e-57c0-4b12-a637-d1b44caaaf6e,2026-02-02,31708.09,3100,9
04e8ba4d-769b-4a06-b081-e54b6252e635,2025-10-04,18364.09,2200,14
5d084c94-ec87-47f4-bbf5-6020ec7b74e9,2026-03-13,54915.98,3100,10
d920df6d-6d59-41e5-a9f2-2351cd31e50e,2025-10-19,9815.65,4100,2
fa7ce08d-8693-497a-beb8-3953d94d9e0e,2026-04-16,41265.03,3100,8
78be1a37-84b9-46af-bb44-ed0c9f8e68db,2025-10-02,63786.65,3100,8
d28c3839-bb55-4980-8d71-f3227e75bba3,2026-02-20,23979.68,3100,6
ea5d7a50-25c8-4c08-a200-856dc76ca35a,2025-08-07,12149.87,2100,2
e606f59a-693e-47eb-938e-033a7c59bd0c,2026-02-19,11244.93,1000,1
3553da37-53a2-410d-bc00-779f835452c5,2026-01-12,950.36,3100,1
667c5fa1-29a0-49bb-92ab-0a0ecbad6a6e,2025-05-18,50239.66,5000,12
b337607a-bede-4ae0-9048-cdecb1cfde65,2026-03-11,57943.69,5000,1
8a18b35f-ebf7-4871-9a3f-a7a89fc1a34a,2025-08-21,22896.83,3100,9
0d096be5-dd8e-45df-a8b5-6e038ac3153c,2025-08-13,68645.65,3100,6
161e9b8a-4d0f-4a72-b156-afa3229038dc,2025-10-23,68425.19,3100,6
71e45077-10bd-43bc-9c5c-4555326a8632,2025-08-15,6764.69,3100,9
9e347386-c4f7-4449-bbe3-2319f0a2416f,2025-07-07,53192.1,5000,4
89173f94-c9c8-49ad-a172-a68281ec4a90,2025-08-13,19972.5,3100,14
11e0dea2-2362-4e7a-b282-1d0fd12c551d,2025-08-18,26438.77,2200,6
5750a389-d0bd-4bb6-bfea-6bc781893ad9,2025-07-29,21055.51,5000,8
17ace9c0-cda1-4702-ae88-cd5320db723d,2026-01-04,24602.29,1000,11
890e1848-83d9-4aec-b0c3-5e6d722da0be,2025-11-21,37635.24,5000,2
3dac34e1-eca6-44c3-a655-7202dccf1341,2025-07-30,6589.4,1000,1
6cc2eaf4-33ae-4a46-ba89-bcaf2a900be0,2025-09-20,29203.07,4100,12
826161a0-9166-435d-9798-8691b816a916,2025-10-16,47638.33,2100,11
46aec528-f7ea-44a5-b899-3f873a94d7d4,2026-01-10,61467.2,2100,2
f7c340b8-84d1-4d65-8d8e-27546751d559,2026-01-22,47524.21,5000,4
feb1f78f-dc89-4368-9b19-c92958c3e970,2025-10-02,34553.35,5000,2
8d89b1e0-2f77-4754-9040-c6a2024f066b,2025-04-25,56126.23,4100,5
3aa88cd2-5af6-435f-bd1b-b7b363ae291d,2025-11-04,61083.53,2100,12
874cf59b-7516-4e72-b442-08d813f43468,2025-07-28,2442.27,4100,6
41628523-5849-45f0-b4d2-6376906bf71a,2025-12-07,6059.27,2200,10
ef4e677f-c825-4f21-b996-6d01ed9bd808,2025-10-13,36502.71,5000,12
814b50f5-37f6-42f1-ab42-1fc08d1a2f4f,2026-03-22,8337.75,4100,6
94e0ec90-6830-402b-94f8-7f64471644de,2025-08-18,65230.39,1000,9
485e9e76-bcf2-4262-8e8f-40046643f258,2025-12-16,7991.92,2200,6
3d22b0ce-6655-42cd-bff4-4c3f6288ca39,2025-10-04,56372.9,3100,10
4f8a46bf-b432-498c-95a8-96efeec108a0,2025-11-01,73319.16,3100,6
381c0e7a-fab6-4542-809f-8e93925fe5ba,2026-01-05,41144.08,5000,7
812baf01-7571-4be8-9832-f2d8f80fb69b,2025-06-11,68567.03,1000,7
0d813ffe-e5f8-4c51-9af5-db03f2e6548f,2025-11-12,59151.79,4100,8
b96e405c-f267-4647-b8bf-bdb22c3ce9f7,2025-11-19,12571.49,4100,3
90ed1ab1-f1d8-4deb-a771-0dfb7f5382b7,2025-12-26,28173.96,4100,12
81b97582-abc7-4067-a3ea-3a11a1f357c8,2026-01-02,51700.84,5000,7
4a095293-0c2d-43e7-883f-6a7e1134ffac,2025-05-01,70972.98,3100,12
69dd3996-c608-44c6-b616-6167ea5a53d7,2026-03-15,66773.71,1000,3
ed060b08-e17f-46e3-91b3-ee8baf71afe0,2025-12-10,41666.64,3100,9
e2675d48-df6e-4aa4-a84c-bc674301f24f,2025-05-30,66749.33,2200,11
5b62efc1-8b7c-4c5d-b26f-c4af664d4396,2025-04-27,49811.73,3100,10
d1c09ebe-ba54-42cd-aec9-b606743e4f1c,2025-09-21,34973.43,2200,11
a6631730-0401-4b1e-8ce6-1f22831b3331,2025-09-15,14682.96,3100,6
8ee6944e-955d-4c41-815d-bc9510c98e84,2025-11-04,45636.74,4100,15
f2b8093f-3caf-4fd2-bb49-b96d17e701d0,2025-06-29,24862.98,4100,14
6b7fb7b3-1d80-441d-947c-710bda243654,2025-06-03,3925.22,4100,14
e284beea-71ba-4ec9-9977-0a41a9d966e0,2025-11-30,54569.87,2100,15
0251d6c9-b8b6-48a0-840d-fc0d0a6a96f2,2025-10-09,2403.83,1000,3
fdba9106-9960-4e34-b948-2ee86e540220,2026-02-22,12518.95,5000,5
4167e6cb-6cf9-4f9c-9266-6a024e51f703,2025-08-30,40887.55,2200,7
71f152df-6042-4ae4-a557-798e7baf799d,2026-01-27,30759.07,5000,15
ce7f9308-c423-42c8-bda6-cc0dc5b83722,2025-08-03,53298.8,3100,4
64847acb-0e07-4c46-a1f7-6fc6ab4f6183,2025-05-30,32158.16,2200,8
48922bce-003f-40ae-a3f1-9ed45f399190,2025-06-14,42933.08,1000,10
0cd29e9e-6b2b-4875-b41c-fa203c07a58e,2026-01-13,39937.99,3100,5
579bc42a-d3a0-423d-a7d5-fc2c6fe22159,2025-04-29,57759.25,5000,12
ddce0228-a075-4949-b0bf-8dcd01b67b37,2025-06-11,43789.36,1000,8
836854ed-d967-42db-b803-2c617535830e,2026-01-14,5180.47,5000,1
a59f6502-56be-4433-884b-71da0038dd83,2025-10-16,64775.77,2200,9
7f1a0b10-8bc7-4344-8f83-ba1bf496655b,2025-08-07,53212.87,2200,8
262ad894-494a-4739-af93-fbe98bc44a11,2025-11-05,37446.06,3100,13
14dc44dc-bc93-40f5-96d3-591420167af8,2025-09-05,21934.32,2200,8
cc8ebbab-f40c-4550-aa5a-26ca0ca412d5,2025-07-10,50159.62,3100,6
b8ee5b2e-b886-4023-9b9a-b591d30c1beb,2025-11-09,49155.93,1000,13
